西屯,臺中市,細懸浮微粒,6.4,0.38,62.3,48.7,73,38,20.4,23.5,3.1,3.3,312,2023/03/07 15:00:00,0.4,30,58,1,120.616917,24.162197,87,普通
豐原,臺中市,細懸浮微粒,2.9,0.28,70.4,62,58,30,9.7,11.1,1.4,2.2,309,2023/03/07 16:00:00,0.4,26,49,1,120.74252414,24.25699731,77,普通
沙鹿,臺中市,細懸浮微粒,,0.24,69.5,49.5,,,9.8,11,1.1,4.1,350,2023/03/07 16:00:00,0.3,29,59,2,120.568794,24.225628,84,普通
大里,臺中市,細懸浮微粒,4.8,0.38,70.8,58.9,73,28,14.7,16.6,1.8,2.2,286,2023/03/07 16:00:00,0.3,25,60,2,120.67844444,24.09961111,76,普通
忠明,臺中市,細懸浮微粒,5.2,0.3,71.2,59.3,60,34,19.7,21.6,1.9,2.6,316,2023/03/07 16:00:00,0.4,29,55,2,120.641092,24.151958,85,普通
西屯,臺中市,細懸浮微粒,5.1,0.28,73.3,57.1,64,30,17.3,19.2,1.8,2.4,348,2023/03/07 16:00:00,0.3,30,61,1,120.616917,24.162197,88,普通
豐原,臺中市,臭氧八小時,3.1,0.28,75.3,68,53,37,10.1,11.3,1.2,2.2,304,2023/03/07 17:00:00,0.3,28,50,1,120.74252414,24.25699731,93,普通
沙鹿,臺中市,細懸浮微粒,1.7,0.23,65.6,53.9,39,21,9.4,10.1,0.6,1.8,11,2023/03/07 17:00:00,0.3,27,56,2,120.568794,24.225628,81,普通
大里,臺中市,臭氧八小時,5.7,0.37,67.5,64.8,60,26,18.4,20.1,1.7,1.7,325,2023/03/07 17:00:00,0.3,25,61,2,120.67844444,24.09961111,80,普通
忠明,臺中市,細懸浮微粒,3,0.27,71.6,65.2,49,24,16.5,17,0.5,1.8,318,2023/03/07 17:00:00,0.3,29,55,2,120.641092,24.151958,84,普通
西屯,臺中市,細懸浮微粒,2.2,0.24,72.6,62.1,49,23,9.5,10.4,0.8,1.6,343,2023/03/07 17:00:00,0.3,30,60,1,120.616917,24.162197,87,普通
豐原,臺中市,臭氧八小時,3.3,0.3,72.9,70.4,50,28,10.7,11.5,0.8,1,280,2023/03/07 18:00:00,0.3,29,51,1,120.74252414,24.25699731,100,普通
沙鹿,臺中市,細懸浮微粒,1.5,0.25,64.5,57.7,34,16,9.8,10.5,0.7,0.7,2,2023/03/07 18:00:00,0.2,25,51,2,120.568794,24.225628,76,普通
大里,臺中市,臭氧八小時,2.9,0.42,65.4,68.3,53,23,18.1,19.1,0.9,1.5,304,2023/03/07 18:00:00,0.3,26,61,2,120.67844444,24.09961111,93,普通
忠明,臺中市,臭氧八小時,2.1,0.32,62.2,67.6,44,21,18.3,18.4,0,1,49,2023/03/07 18:00:00,0.3,28,54,2,120.641092,24.151958,90,普通
西屯,臺中市,細懸浮微粒,1.8,0.27,65.1,64.7,42,21,14.3,15.1,0.7,1.2,10,2023/03/07 18:00:00,0.2,28,57,1,120.616917,24.162197,83,普通
豐原,臺中市,臭氧八小時,2.9,0.4,53.2,68.9,48,29,19.2,19.9,0.7,2.4,119,2023/03/07 19:00:00,0.3,29,52,1,120.74252414,24.25699731,93,普通
沙鹿,臺中市,細懸浮微粒,1.6,0.42,49.8,59.1,42,19,23.3,24.1,0.8,0.3,74,2023/03/07 19:00:00,0.2,23,47,2,120.568794,24.225628,71,普通
大里,臺中市,臭氧八小時,3.1,0.63,43.7,67,69,31,31.3,32.7,1.3,1.2,246,2023/03/07 19:00:00,0.3,26,62,2,120.67844444,24.09961111,90,普通
忠明,臺中市,臭氧八小時,2.4,0.43,52.3,66.3,44,21,26.3,26.1,0,0.7,335,2023/03/07 19:00:00,0.3,26,51,2,120.641092,24.151958,87,普通
西屯,臺中市,臭氧八小時,2,0.38,56,64.3,52,26,20.8,21.3,0.5,1,334,2023/03/07 19:00:00,0.3,26,54,1,120.616917,24.162197,80,普通
豐原,臺中市,細懸浮微粒,2.5,0.38,43.9,65.5,46,26,19.9,20.5,0.6,2.6,112,2023/03/07 20:00:00,0.3,29,50,1,120.74252414,24.25699731,84,普通
沙鹿,臺中市,細懸浮微粒,1.6,0.75,28.8,56.8,58,30,43.6,44.9,1.2,0.5,108,2023/03/07 20:00:00,0.3,24,49,2,120.568794,24.225628,73,普通
大里,臺中市,細懸浮微粒,2.5,0.53,35.9,62.6,68,26,32.4,33.8,1.4,1.1,239,2023/03/07 20:00:00,0.4,26,62,2,120.67844444,24.09961111,78,普通
忠明,臺中市,臭氧八小時,2.7,0.55,41.4,62.3,47,24,33.9,33.8,0,1.2,311,2023/03/07 20:00:00,0.3,24,49,2,120.641092,24.151958,74,普通
西屯,臺中市,細懸浮微粒,1.7,0.49,39.7,60.9,61,30,28.4,28.9,0.5,0.7,320,2023/03/07 20:00:00,0.3,26,53,1,120.616917,24.162197,78,普通
豐原,臺中市,細懸浮微粒,1.4,0.32,45.8,52.9,34,25,11,11.6,0.6,1.8,100,2023/03/08 00:00:00,0.3,27,43,1,120.74252414,24.25699731,80,普通
沙鹿,臺中市,細懸浮微粒,2,0.78,12.4,41.8,64,35,47,49.2,2.1,0.8,110,2023/03/08 00:00:00,0.5,31,55,2,120.568794,24.225628,89,普通
大里,臺中市,細懸浮微粒,2.2,0.49,25.3,40.5,55,30,22.6,23.4,0.8,0.3,137,2023/03/08 00:00:00,0.5,28,60,2,120.67844444,24.09961111,82,普通
忠明,臺中市,細懸浮微粒,2.2,0.68,14,38.4,67,40,40,40.4,0.3,0.7,196,2023/03/08 00:00:00,0.5,31,59,2,120.641092,24.151958,91,普通
西屯,臺中市,細懸浮微粒,1.9,0.65,15.2,39.5,72,41,37.9,39.5,1.6,0.8,186,2023/03/08 00:00:00,0.5,37,68,2,120.616917,24.162197,107,對敏感族群不健康
豐原,臺中市,細懸浮微粒,1,0.28,47.4,49.4,38,24,7.9,8.6,0.7,2,113,2023/03/08 01:00:00,0.3,26,42,1,120.74252414,24.25699731,79,普通
沙鹿,臺中市,細懸浮微粒,2,0.67,10.9,35,66,38,43.7,44.8,1,0.6,114,2023/03/08 01:00:00,0.5,31,55,2,120.568794,24.225628,90,普通
大里,臺中市,細懸浮微粒,2.2,0.5,22.8,34.9,62,30,21.2,22.1,0.8,0.7,254,2023/03/08 01:00:00,0.5,27,59,2,120.67844444,24.09961111,82,普通
忠明,臺中市,細懸浮微粒,2.4,0.6,19.9,31.9,58,37,33,33,0,0.6,163,2023/03/08 01:00:00,0.6,33,61,2,120.641092,24.151958,95,普通
西屯,臺中市,細懸浮微粒,1.7,0.53,20.1,32.9,65,40,31.1,31.6,0.5,0.8,218,2023/03/08 01:00:00,0.5,37,67,2,120.616917,24.162197,106,對敏感族群不健康
豐原,臺中市,細懸浮微粒,1.5,0.26,46.6,46.1,38,26,6.1,7.1,1,2.1,98,2023/03/08 02:00:00,0.3,26,41,1,120.74252414,24.25699731,79,普通
沙鹿,臺中市,細懸浮微粒,2.3,0.75,7.3,27.9,65,37,40,40.8,0.7,0.5,87,2023/03/08 02:00:00,0.6,32,58,2,120.568794,24.225628,94,普通
大里,臺中市,細懸浮微粒,1.9,0.46,23.1,29.6,55,31,16.5,17.7,1.2,0.9,127,2023/03/08 02:00:00,0.5,29,59,2,120.67844444,24.09961111,85,普通
忠明,臺中市,細懸浮微粒,1.7,0.46,23.5,27.1,57,33,23.7,23.5,0,0.3,26,2023/03/08 02:00:00,0.6,33,60,2,120.641092,24.151958,95,普通
西屯,臺中市,細懸浮微粒,1.2,0.4,23.6,27.7,56,34,21.5,21.9,0.3,0.3,138,2023/03/08 02:00:00,0.5,36,64,2,120.616917,24.162197,104,對敏感族群不健康
豐原,臺中市,細懸浮微粒,1.4,0.25,46.3,45.3,41,23,5.3,6.3,1,1.9,91,2023/03/08 03:00:00,0.3,25,41,1,120.74252414,24.25699731,77,普通
沙鹿,臺中市,細懸浮微粒,2.1,0.49,26.1,24.9,58,37,23.6,23.3,0,1.1,137,2023/03/08 03:00:00,0.6,33,58,2,120.568794,24.225628,96,普通
大里,臺中市,細懸浮微粒,1.9,0.44,24.9,27.3,47,25,14.2,15.2,1,0.5,251,2023/03/08 03:00:00,0.5,28,57,2,120.67844444,24.09961111,83,普通
忠明,臺中市,細懸浮微粒,1.6,0.46,19.1,22.9,50,32,25,24.9,0,0.9,341,2023/03/08 03:00:00,0.6,32,56,2,120.641092,24.151958,94,普通
西屯,臺中市,細懸浮微粒,1.1,0.38,22,23.5,58,36,24.7,24.8,0.1,0.6,242,2023/03/08 03:00:00,0.5,36,62,2,120.616917,24.162197,102,對敏感族群不健康
豐原,臺中市,細懸浮微粒,1.6,0.25,44.7,45.4,39,25,6.1,7,0.9,1.7,97,2023/03/08 04:00:00,0.3,25,40,1,120.74252414,24.25699731,76,普通
沙鹿,臺中市,細懸浮微粒,2.1,0.35,34.5,25.6,57,33,16.3,16,0,0.6,183,2023/03/08 04:00:00,0.6,33,57,2,120.568794,24.225628,95,普通
大里,臺中市,細懸浮微粒,1.8,0.45,19.2,25.2,68,44,15.3,16.2,0.9,0.2,127,2023/03/08 04:00:00,0.5,30,58,2,120.67844444,24.09961111,89,普通
忠明,臺中市,細懸浮微粒,1.5,0.48,14.2,19.5,55,33,28.6,28.7,0,0.5,160,2023/03/08 04:00:00,0.6,32,55,2,120.641092,24.151958,92,普通
西屯,臺中市,細懸浮微粒,1.2,0.47,6,19.3,68,35,33.3,38.4,5.1,0.7,135,2023/03/08 04:00:00,0.5,35,61,2,120.616917,24.162197,100,普通
豐原,臺中市,細懸浮微粒,1.6,0.25,44,45.6,35,25,6.3,7.2,0.9,2.2,102,2023/03/08 05:00:00,0.2,25,39,1,120.74252414,24.25699731,75,普通
沙鹿,臺中市,細懸浮微粒,2,0.34,34.4,25.3,59,30,,,,0.3,95,2023/03/08 05:00:00,0.5,32,57,2,120.568794,24.225628,94,普通
大里,臺中市,細懸浮微粒,1.6,0.38,23.5,24.4,48,27,13.2,14,0.8,0.6,259,2023/03/08 05:00:00,0.4,30,56,2,120.67844444,24.09961111,88,普通
忠明,臺中市,細懸浮微粒,1.4,0.44,13.2,16.5,56,36,23.9,23.9,0,0.8,250,2023/03/08 05:00:00,0.5,32,55,2,120.641092,24.151958,92,普通
西屯,臺中市,細懸浮微粒,1,0.39,6.3,14.6,58,40,29.1,35.7,6.6,0.7,215,2023/03/08 05:00:00,0.5,36,61,2,120.616917,24.162197,103,對敏感族群不健康
豐原,臺中市,細懸浮微粒,1.4,0.27,37.6,44.8,38,22,8.2,9.3,1.1,1.8,104,2023/03/08 06:00:00,0.2,24,39,1,120.74252414,24.25699731,73,普通
沙鹿,臺中市,細懸浮微粒,1.8,0.4,16.2,21.5,53,39,26.3,26.3,0,0.4,127,2023/03/08 06:00:00,0.5,34,57,2,120.568794,24.225628,97,普通
大里,臺中市,細懸浮微粒,1.5,0.39,13.3,22.4,54,31,15.2,16.3,1.1,0.2,137,2023/03/08 06:00:00,0.4,30,56,2,120.67844444,24.09961111,89,普通
忠明,臺中市,細懸浮微粒,1.4,0.43,16.8,15.7,52,36,17,17.2,0.2,0.3,6,2023/03/08 06:00:00,0.5,33,54,2,120.641092,24.151958,95,普通
西屯,臺中市,細懸浮微粒,1,0.38,12.1,14.1,58,33,24,24.5,0.5,0.3,256,2023/03/08 06:00:00,0.5,36,62,2,120.616917,24.162197,104,對敏感族群不健康
豐原,臺中市,細懸浮微粒,1.4,0.35,31.6,43,42,27,15.8,17,1.2,1.7,103,2023/03/08 07:00:00,0.2,25,39,1,120.74252414,24.25699731,74,普通
沙鹿,臺中市,細懸浮微粒,1.7,0.52,12.8,19.3,58,35,34.8,37.9,3,0.7,136,2023/03/08 07:00:00,0.5,34,57,2,120.568794,24.225628,98,普通
大里,臺中市,細懸浮微粒,1.7,0.7,8.3,20,52,31,25.2,30.6,5.4,0.8,117,2023/03/08 07:00:00,0.4,31,56,2,120.67844444,24.09961111,91,普通
忠明,臺中市,細懸浮微粒,1.5,0.42,20.3,17.6,50,34,19.9,21.3,1.3,0.3,45,2023/03/08 07:00:00,0.4,34,55,2,120.641092,24.151958,97,普通
西屯,臺中市,細懸浮微粒,1.2,0.56,6,13.9,67,40,28.4,39.7,11.2,0.4,79,2023/03/08 07:00:00,0.4,37,64,2,120.616917,24.162197,106,對敏感族群不健康
豐原,臺中市,細懸浮微粒,1.5,0.49,28.5,40.8,47,30,20.9,23.9,3,0.5,360,2023/03/08 08:00:00,0.3,25,40,1,120.74252414,24.25699731,76,普通
沙鹿,臺中市,細懸浮微粒,2.1,0.52,26.1,21,69,34,26.5,29.6,3.1,0.8,153,2023/03/08 08:00:00,0.5,34,59,2,120.568794,24.225628,98,普通
大里,臺中市,細懸浮微粒,2,0.93,9.3,18,57,32,32.9,51.7,18.8,0.9,263,2023/03/08 08:00:00,0.5,30,54,2,120.67844444,24.09961111,88,普通
忠明,臺中市,細懸浮微粒,1.7,0.76,7.6,16.8,61,41,35.6,55.5,19.9,1.1,322,2023/03/08 08:00:00,0.5,35,56,2,120.641092,24.151958,102,對敏感族群不健康
西屯,臺中市,細懸浮微粒,1.6,0.71,7.8,12.9,67,38,33.9,61.2,27.2,0.6,200,2023/03/08 08:00:00,0.4,38,64,2,120.616917,24.162197,108,對敏感族群不健康
